Experiment, Metrics (local/sll), Micro-AUC (Averaged), Micro-Precision, Micro-Recall, Micro-F1 score
Mbn-et-1, 0.6553/0.6980, 0.5868/0.5483, 0.4535/0.6202, 0.5117/0.5820
xray-fedavg-ub, 0.6624/0.7018, 0.5986/0.3867, 0.5074/0.6258, 0.5492/0.4780
xray-simple-dp-ubclass0, 0.7607/0.7543, 0.6280/0.6195, 0.7427/0.7348, 0.6806/0.6722
xray-ubclass0, 0.7412/0.7459, 0.6383/0.6298, 0.6745/0.6978, 0.6559/0.6621
ub0-simple, 0.7428/0.7517, 0.6252/0.6214, 0.6959/0.7253, 0.6587/0.6694
ubdata-average, 0.6268/0.6635, 0.4762/0.5915, 0.6763/0.5148, 0.5589/0.5505
ubclass1, 0.7760/0.8128, 0.6231/0.6760, 0.7002/0.7589, 0.6594/0.7150
ubclass2, 0.7385/0.7387, 0.6179/0.5988, 0.6283/0.6456, 0.6230/0.6213
ubclass3, 0.7382/0.7476, 0.5560/0.5510, 0.6785/0.7097, 0.6112/0.6203
